Column1;Run;Assay Type;AvgSpotLen;Bases;BioProject;BioSample;Bytes;Center Name;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Experiment;Instrument;Library Name;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;ReleaseDate;create_date;version;Sample Name;SRA Study;Collection_Date;geo_loc_name_country;geo_loc_name_country_continent;geo_loc_name;BioSampleModel;isolation_source;HOST;lat_lon;isolate;source_material_id;sample_type;strain;env_broad_scale;env_local_scale;env_medium;ENA-FIRST-PUBLIC (run);ENA-LAST-UPDATE (run);Sample_name;Scientific_Name;INSDC_center_name;INSDC_status;Submitter_Id;common_name;ena_first_public;ena_last_update;external_id;INSDC_first_public;INSDC_last_update;ArrayExpress-SPECIES;sample_description;samp_mat_process;ref_biomaterial;collected_by;tissue;source_uvig;virus_enrich_appr;replicate;host_subject_id;project_name;host_common_name;geographic_location_(country_and/or_sea);geographic_location_(latitude);geographic_location_(longitude);host_tissue_sampled;broad-scale_environmental_context;ENA_first_public.1;ENA-STATUS-ID (exp);ENA-STATUS-ID (run);environmental_medium;local_environmental_context;Broker_name;Biological_Replicate;host_scientific_name;lab_host;fasta_file (run);host_taxid;isol_growth_condt;propagation;Host_Age;host_sex;specimen_voucher;host_body_product;host_tot_mass;misc_param;samp_capt_status;sex;BREED;Cultivar;dev_stage;ecotype;sub_species;sequencing_approach;actual_read_length (run);Investigation_type;library_id;RUN (run);total_bases (run);Host_disease;environment_(biome);environment_(feature);environment_(material);host-associated_environmental_package;Sequencing_method;samp_collect_device;SUBMISSION_TOOL (exp);SUBMISSION_TOOL (run);submission_tool;SUBMISSION_TOOL_VERSION (exp);SUBMISSION_TOOL_VERSION (run);SUBMISSION_TOOL_VERSION;genbank_accession;samp_size;sampleNumber;specific_host;virus_enrich_app;altitude;BIOME;env_package;experimental_factor;feature;identified_by;label;material;sample_ID;Host_Diet;organism.1;rel_to_oxygen
31;SRR25884637;RNA-Seq;300;5764952700;PRJNA997461;SAMN36922101;1922353915;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;run.zq,fastq,sra;gs,s3,ncbi;ncbi.public,s3.us-east-1,gs.us-east1;SRX21605267;Illumina NovaSeq 6000;TMGXC1317;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 7:01;1;TMGXC1317;SRP458111;2013/2017;China;Asia;China: Guangxi;Metagenome or environmental;environmental;Taphozous melanopogon;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;SRR25884642;RNA-Seq;300;6424509600;PRJNA997461;SAMN36922097;2216622988;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,fastq,run.zq;ncbi,s3,gs;s3.us-east-1,ncbi.public,gs.us-east1;SRX21605262;Illumina NovaSeq 6000;TMBSC14;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:55;1;TMBSC14;SRP458111;2014;China;Asia;China: Baise;Metagenome or environmental;environmental;Taphozous melanopogon;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;SRR25884648;RNA-Seq;300;6716327400;PRJNA997461;SAMN36922091;2297448060;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,run.zq,fastq;s3,ncbi,gs;s3.us-east-1,gs.us-east1,ncbi.public;SRX21605256;Illumina NovaSeq 6000;SKYSC15;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:58;1;SKYSC15;SRP458111;2015;China;Asia;China: Beihai\, Tieshan Port;Metagenome or environmental;environmental;Scotophilus kuhlii;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;SRR25884653;RNA-Seq;300;6033079800;PRJNA997461;SAMN36922087;2134354679;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,sra,run.zq;s3,ncbi,gs;ncbi.public,s3.us-east-1,gs.us-east1;SRX21605251;Illumina NovaSeq 6000;SKYHC15;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:59;1;SKYHC15;SRP458111;2015;China;Asia;China: Beihai\, Yinhai District;Metagenome or environmental;environmental;Scotophilus kuhlii;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;SRR25884659;RNA-Seq;300;5874182400;PRJNA997461;SAMN36922081;1977248933;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,fastq,run.zq;s3,gs,ncbi;s3.us-east-1,gs.us-east1,ncbi.public;SRX21605245;Illumina NovaSeq 6000;SKQZC16;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:56;1;SKQZC16;SRP458111;2016;China;Asia;China: Qinzhou;Metagenome or environmental;environmental;Scotophilus kuhlii;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;SRR25884660;RNA-Seq;300;6294237000;PRJNA997461;SAMN36922080;2203465268;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,run.zq,sra;s3,gs,ncbi;ncbi.public,gs.us-east1,s3.us-east-1;SRX21605244;Illumina NovaSeq 6000;SKQZC15;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:57;1;SKQZC15;SRP458111;2015;China;Asia;China: Qinzhou;Metagenome or environmental;environmental;Scotophilus kuhlii;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;SRR25884668;RNA-Seq;300;5909558400;PRJNA997461;SAMN36922073;2018220021;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,fastq,run.zq;ncbi,s3,gs;gs.us-east1,ncbi.public,s3.us-east-1;SRX21605236;Illumina NovaSeq 6000;SKHPC15;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 7:01;1;SKHPC15;SRP458111;2015;China;Asia;China: Hepu;Metagenome or environmental;environmental;Scotophilus kuhlii;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;SRR25884671;RNA-Seq;300;8528454600;PRJNA997461;SAMN36922013;2967658086;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;run.zq,sra,fastq;s3,gs,ncbi;gs.us-east1,ncbi.public,s3.us-east-1;SRX21605233;Illumina NovaSeq 6000;RLRLC19;PAIRED;other;METATRANSCRIPTOMIC;liver metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 7:02;1;RLRLG16_1;SRP458111;2016;China;Asia;China: Dehong;Metagenome or environmental;environmental;Rousettus leschenaultii;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sample1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;SRR25884679;RNA-Seq;300;6783517500;PRJNA997461;SAMN36922006;2213472207;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,sra,run.zq;ncbi,s3,gs;ncbi.public,gs.us-east1,s3.us-east-1;SRX21605225;Illumina NovaSeq 6000;RLDHC15-3;PAIRED;other;METATRANSCRIPTOMIC;bat metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:58;1;RLDHS15-1;SRP458111;2015;China;Asia;China: Dehong;Metagenome or environmental;kidney;Rousettus leschenaultii;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sample1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;SRR25884680;RNA-Seq;300;9562609500;PRJNA997461;SAMN36922005;3075465588;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,run.zq,sra;ncbi,gs,s3;s3.us-east-1,ncbi.public,gs.us-east1;SRX21605224;Illumina NovaSeq 6000;RLDHC15-2;PAIRED;other;METATRANSCRIPTOMIC;lung metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 7:00;1;RLDHF15-3;SRP458111;2015;China;Asia;China: Dehong;Metagenome or environmental;environmental;Rousettus leschenaultii;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sample3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;SRR25884681;RNA-Seq;300;7990004400;PRJNA997461;SAMN36922004;2540510248;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,run.zq,fastq;ncbi,s3,gs;gs.us-east1,ncbi.public,s3.us-east-1;SRX21605223;Illumina NovaSeq 6000;RLDHC15-1;PAIRED;other;METATRANSCRIPTOMIC;lung metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:58;1;RLDHF15-2;SRP458111;2015;China;Asia;China: Dehong;Metagenome or environmental;environmental;Rousettus leschenaultii;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sample2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;SRR25884694;RNA-Seq;300;6497127900;PRJNA997461;SAMN36921992;2246785722;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;run.zq,fastq,sra;gs,ncbi,s3;ncbi.public,gs.us-east1,s3.us-east-1;SRX21605210;Illumina NovaSeq 6000;RANPC16;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 7:07;1;RANPC16;SRP458111;2016;China;Asia;China: Nanping;Metagenome or environmental;environmental;Rhinolophus affinis;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;SRR25884700;RNA-Seq;300;6887495100;PRJNA997461;SAMN36921987;2375666521;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,run.zq,sra;gs,s3,ncbi;gs.us-east1,s3.us-east-1,ncbi.public;SRX21605204;Illumina NovaSeq 6000;RAGXC17;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 7:02;1;RAGXC17;SRP458111;2017;China;Asia;China: Guangxi;Metagenome or environmental;environmental;Rhinolophus affinis;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;SRR25884702;RNA-Seq;300;6501829800;PRJNA997461;SAMN36922043;2205062751;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,sra,run.zq;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;SRX21605202;Illumina NovaSeq 6000;RSFJC16;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 7:00;1;RSFJC16;SRP458111;2016;China;Asia;China: Fujian;Metagenome or environmental;environmental;Rhinolophus sinicus;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;SRR25884709;RNA-Seq;300;5539046400;PRJNA997461;SAMN36922037;1920692250;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,run.zq,fastq;s3,ncbi,gs;gs.us-east1,ncbi.public,s3.us-east-1;SRX21605195;Illumina NovaSeq 6000;RPGXC15-17;PAIRED;other;METATRANSCRIPTOMIC;bat metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:58;1;RPGXS1517;SRP458111;2015/2017;China;Asia;China: Guangxi;Metagenome or environmental;kidney;Rhinolophus pearsonii;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;SRR25884710;RNA-Seq;300;6406940400;PRJNA997461;SAMN36922036;2313760355;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,sra,run.zq;ncbi,gs,s3;ncbi.public,gs.us-east1,s3.us-east-1;SRX21605194;Illumina NovaSeq 6000;RPGXC14_17;PAIRED;other;METATRANSCRIPTOMIC;nervous system metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:58;1;RPGXN15-17;SRP458111;2015/2017;China;Asia;China: Guangxi;Metagenome or environmental;brain;Rhinolophus pearsonii;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;SRR25884739;RNA-Seq;300;6134354700;PRJNA997461;SAMN36921980;2147029656;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;run.zq,fastq,sra;ncbi,gs,s3;ncbi.public,gs.us-east1,s3.us-east-1;SRX21605165;Illumina NovaSeq 6000;RAFCC16;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:58;1;RAFCC16;SRP458111;2016;China;Asia;China: Fangchenggang;Metagenome or environmental;environmental;Rhinolophus affinis;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;SRR25884740;RNA-Seq;300;6092532300;PRJNA997461;SAMN36921791;2076277220;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,sra,run.zq;s3,ncbi,gs;gs.us-east1,ncbi.public,s3.us-east-1;SRX21605164;Illumina NovaSeq 6000;HAFQC22;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 7:01;1;HAFQC22;SRP458111;2022;China;Asia;China: Fuquan;Metagenome or environmental;environmental;Hipposideros armiger;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;SRR25884743;RNA-Seq;300;7043746200;PRJNA997461;SAMN36921977;2452732536;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;run.zq,fastq,sra;gs,ncbi,s3;gs.us-east1,s3.us-east-1,ncbi.public;SRX21605161;Illumina NovaSeq 6000;RADXC16;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:59;1;RADXC16;SRP458111;2016;China;Asia;China: Dongxing;Metagenome or environmental;environmental;Rhinolophus affinis;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;SRR25884749;RNA-Seq;300;5333808300;PRJNA997461;SAMN36921971;1797687802;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,run.zq,fastq;ncbi,s3,gs;ncbi.public,s3.us-east-1,gs.us-east1;SRX21605155;Illumina NovaSeq 6000;RABSC14;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:55;1;RABSC14;SRP458111;2014;China;Asia;China: Baise;Metagenome or environmental;environmental;Rhinolophus affinis;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;SRR25884750;RNA-Seq;300;7686050700;PRJNA997461;SAMN36921970;2655798045;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,run.zq,sra;s3,ncbi,gs;gs.us-east1,s3.us-east-1,ncbi.public;SRX21605154;Illumina NovaSeq 6000;RABSC1317;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:59;1;RABSC1317;SRP458111;2013/2017;China;Asia;China: Baise;Metagenome or environmental;environmental;Rhinolophus affinis;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;SRR25884757;RNA-Seq;300;6123615000;PRJNA997461;SAMN36921965;2053569511;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;run.zq,fastq,sra;ncbi,gs,s3;gs.us-east1,ncbi.public,s3.us-east-1;SRX21605147;Illumina NovaSeq 6000;PPXSC17;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 7:04;1;PPXSC17;SRP458111;2017;China;Asia;China: Shihezi;Metagenome or environmental;environmental;Pipistrellus pipistrellus;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;SRR25884761;RNA-Seq;300;5373614400;PRJNA997461;SAMN36921961;1832596142;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,fastq,run.zq;gs,s3,ncbi;gs.us-east1,s3.us-east-1,ncbi.public;SRX21605143;Illumina NovaSeq 6000;PPUQC17;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:57;1;PPUQC17;SRP458111;2017;China;Asia;China: Urumqi;Metagenome or environmental;environmental;Pipistrellus pipistrellus;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;SRR25884765;RNA-Seq;300;6218901600;PRJNA997461;SAMN36921929;2205262540;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,fastq,run.zq;s3,gs,ncbi;s3.us-east-1,gs.us-east1,ncbi.public;SRX21605139;Illumina NovaSeq 6000;MSCZC1516;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:57;1;MSCZC1516;SRP458111;2015/2016;China;Asia;China: Chongzuo;Metagenome or environmental;environmental;Miniopterus fuliginosus;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;SRR25884772;RNA-Seq;300;6895733400;PRJNA997461;SAMN36921922;2464359167;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,run.zq,fastq;s3,gs,ncbi;ncbi.public,s3.us-east-1,gs.us-east1;SRX21605132;Illumina NovaSeq 6000;MPYLC15;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:59;1;MPYLC15;SRP458111;2015;China;Asia;China: Yulin;Metagenome or environmental;environmental;Miniopterus pusillus;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;SRR25884776;RNA-Seq;300;6418130700;PRJNA997461;SAMN36921919;2231029645;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,fastq,run.zq;gs,ncbi,s3;gs.us-east1,ncbi.public,s3.us-east-1;SRX21605128;Illumina NovaSeq 6000;MHSMC16;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 7:00;1;MHSMC16;SRP458111;2016;China;Asia;China: Sanming;Metagenome or environmental;environmental;Myotis horsfieldii;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;SRR25884783;RNA-Seq;300;6655876500;PRJNA997461;SAMN36921912;2229441476;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;run.zq,fastq,sra;ncbi,s3,gs;gs.us-east1,s3.us-east-1,ncbi.public;SRX21605121;Illumina NovaSeq 6000;JTYGC13_16;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:58;1;JTYGC13_16;SRP458111;2013/2016;China;Asia;China: Guangxi;Metagenome or environmental;environmental;Rhinolophus sp.;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;SRR25884789;RNA-Seq;300;6299136000;PRJNA997461;SAMN36921907;2172856453;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,run.zq,sra;s3,gs,ncbi;ncbi.public,s3.us-east-1,gs.us-east1;SRX21605115;Illumina NovaSeq 6000;JTJXC22;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:57;1;JTJXC22;SRP458111;2022;China;Asia;China: Jiangxi;Metagenome or environmental;environmental;Rhinolophus sp.;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;SRR25884799;RNA-Seq;300;8762814300;PRJNA997461;SAMN36921840;3011010909;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,run.zq,sra;s3,ncbi,gs;ncbi.public,s3.us-east-1,gs.us-east1;SRX21605105;Illumina NovaSeq 6000;HLBSC17;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 7:04;1;HLBSC17;SRP458111;2017;China;Asia;China: Baise;Metagenome or environmental;environmental;Hipposideros larvatus;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;SRR25884801;RNA-Seq;300;7416623400;PRJNA997461;SAMN36921839;2554551963;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,fastq,run.zq;ncbi,gs,s3;ncbi.public,s3.us-east-1,gs.us-east1;SRX21605103;Illumina NovaSeq 6000;HLBSC131617;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 7:00;1;HLBSC131617;SRP458111;2013/2016;China;Asia;China: Baise;Metagenome or environmental;environmental;Hipposideros larvatus;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;SRR25884807;RNA-Seq;300;5997434400;PRJNA997461;SAMN36921833;1988176727;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,run.zq,sra;gs,s3,ncbi;s3.us-east-1,gs.us-east1,ncbi.public;SRX21605097;Illumina NovaSeq 6000;HAZYC22;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:59;1;HAZYC22;SRP458111;2022;China;Asia;China: Zunyi;Metagenome or environmental;environmental;Hipposideros armiger;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;SRR25884814;RNA-Seq;300;6118732200;PRJNA997461;SAMN36921827;2069367577;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;sra,fastq,run.zq;ncbi,gs,s3;s3.us-east-1,gs.us-east1,ncbi.public;SRX21605090;Illumina NovaSeq 6000;HAYNC1718;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:55;1;HAYNC1718;SRP458111;2017/2018;China;Asia;China: Yunnan;Metagenome or environmental;environmental;Hipposideros armiger;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;SRR25884820;RNA-Seq;300;7691409600;PRJNA997461;SAMN36921821;2498865578;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;run.zq,sra,fastq;ncbi,gs,s3;ncbi.public,gs.us-east1,s3.us-east-1;SRX21605084;Illumina NovaSeq 6000;HAXWC22;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:58;1;HAXWC22;SRP458111;2022;China;Asia;China: Guiyang;Metagenome or environmental;environmental;Hipposideros armiger;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;SRR25884829;RNA-Seq;300;6180105300;PRJNA997461;SAMN36921813;2014089973;CHINESE ACADEMY OF AGRICULTURAL SCIENCES;public;fastq,run.zq,sra;ncbi,s3,gs;s3.us-east-1,gs.us-east1,ncbi.public;SRX21605075;Illumina NovaSeq 6000;HAQLC22;PAIRED;other;METATRANSCRIPTOMIC;gut metagenome;ILLUMINA;02.09.2023 3:00;02.09.2023 6:57;1;HAQLC22;SRP458111;2022;China;Asia;China: Xingyi;Metagenome or environmental;environmental;Hipposideros armiger;not applicable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
