,ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class
101,OR951048,OR951048.1,MAG: Bat astrovirus isolate GD2017_210_6054 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4347.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2017_210_6054,China,,2017,swab,Myotis pilosus,Yes,0.0,No,No,2-2434,1.0,2436-4035,1.0,4029-4347,1.0,Mammalia
102,OR951047,OR951047.1,MAG: Bat astrovirus isolate GD2017_208_34648 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4770.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2017_208_34648,China,,2017,swab,Myotis pilosus,Yes,0.0,No,No,2-888,1.0,889-2156,1.0,2433-4624,1.0,Mammalia
103,OR951046,OR951046.1,"MAG: Bat astrovirus isolate GD2017_208_23344 polyprotein 1b gene, partial cds",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1372.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2017_208_23344,China,,2017,swab,Myotis pilosus,Yes,1.0,No,No,NA-NA,,1-1204,1.0,NA-NA,,Mammalia
104,OR951045,OR951045.1,MAG: Bat astrovirus isolate GD2017_207_27658 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5500.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2017_207_27658,China,,2017,swab,Myotis pilosus,Yes,0.0,No,No,217-2820,1.0,2822-4370,1.0,4383-5114,1.0,Mammalia
105,OR951044,OR951044.1,MAG: Bat astrovirus isolate GD2017_207_17582 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1846.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2017_207_17582,China,,2017,swab,Myotis pilosus,Yes,0.0,No,No,NA-NA,,22-1029,1.0,1025-1448,1.0,Mammalia
106,OR951043,OR951043.1,MAG: Bat astrovirus isolate HI2019 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1866.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,HI2019,China,,2019,swab,Hipposideros larvatus,Yes,0.0,No,No,NA-NA,,29-1015,1.0,1059-1779,1.0,Mammalia
107,OR951042,OR951042.1,MAG: Bat astrovirus isolate GX2017_200_126536 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4267.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_200_126536,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,120-2573,1.0,2575-4183,1.0,NA-NA,,Mammalia
108,OR951041,OR951041.1,MAG: Bat astrovirus isolate GX2017_200_44502 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4205.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_200_44502,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,NA-NA,,182-1790,1.0,1799-3922,1.0,Mammalia
109,OR951040,OR951040.1,MAG: Bat astrovirus isolate GX2017_200_24737 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4756.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_200_24737,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,198-2114,1.0,2116-3625,1.0,3657-4383,1.0,Mammalia
110,OR951039,OR951039.1,"MAG: Bat astrovirus isolate GX2017_200_6417 polyprotein 1b-like gene, complete sequence",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1278.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_200_6417,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,NA-NA,,29-1278,1.0,NA-NA,,Mammalia
111,OR951038,OR951038.1,MAG: Bat astrovirus isolate GX2017_199_2788 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4079.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_199_2788,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,NA-NA,,274-1882,1.0,1891-4014,1.0,Mammalia
112,OR951037,OR951037.1,"MAG: Bat astrovirus isolate GX2017 polyprotein 1a gene, complete cds",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2451.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017,China,,2017,swab,Hipposideros larvatus,Yes,1.0,No,No,275-2225,1.0,NA-NA,,NA-NA,,Mammalia
113,OR951036,OR951036.1,MAG: Bat astrovirus isolate GD2018_193_3704 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6658.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2018_193_3704,China,,2018,swab,Hipposideros larvatus,Yes,0.0,No,No,179-2651,1.0,2650-4261,1.0,4269-6393,1.0,Mammalia
114,OR951035,OR951035.1,MAG: Bat astrovirus isolate GD2018_192_546203 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3706.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2018_192_546203,China,,2018,swab,Hipposideros larvatus,Yes,0.0,No,No,NA-NA,,44-1655,1.0,1663-3557,1.0,Mammalia
115,OR951034,OR951034.1,MAG: Bat astrovirus isolate GD2017_191_26815 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5439.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2017_191_26815,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,404-2312,1.0,2311-3901,1.0,3881-5439,1.0,Mammalia
116,OR951033,OR951033.1,MAG: Bat astrovirus isolate GD2017_191_4128 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3274.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2017_191_4128,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,162-2085,1.0,2084-3274,1.0,NA-NA,,Mammalia
117,OR951032,OR951032.1,MAG: Bat astrovirus isolate GD2016_189_30487 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6542.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2016_189_30487,China,,2016,swab,Hipposideros larvatus,Yes,0.0,No,No,19-2539,1.0,2538-4149,1.0,4157-6281,1.0,Mammalia
118,OR951031,OR951031.1,"MAG: Bat astrovirus isolate GD2016_189_24597 polyprotein 1b-like gene, complete sequence",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1081.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2016_189_24597,China,,2016,swab,Hipposideros larvatus,Yes,0.0,No,No,NA-NA,,37-1081,1.0,NA-NA,,Mammalia
119,OR951030,OR951030.1,MAG: Bat astrovirus isolate GD2016_189_12430 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5996.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2016_189_12430,China,,2016,swab,Hipposideros larvatus,Yes,0.0,No,No,182-2105,1.0,2104-3040,1.0,3659-5858,1.0,Mammalia
120,OR951029,OR951029.1,MAG: Bat astrovirus isolate GD2016_188_81480 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1961.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2016_188_81480,China,,2016,swab,Hipposideros larvatus,Yes,0.0,No,No,NA-NA,,9-969,1.0,967-1733,1.0,Mammalia
121,OR951028,OR951028.1,MAG: Bat astrovirus isolate GD2016_187_7946 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4255.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2016_187_7946,China,,2016,swab,Hipposideros larvatus,Yes,0.0,No,No,NA-NA,,266-1877,1.0,1885-4009,1.0,Mammalia
122,OR951027,OR951027.1,MAG: Bat astrovirus isolate GX2017_186_13431 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6595.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_186_13431,China,,2017,swab,Scotophilus kuhlii,Yes,0.0,No,No,122-2681,1.0,2680-4225,1.0,4231-6451,1.0,Mammalia
123,OR951026,OR951026.1,MAG: Bat astrovirus isolate GX2017_185_6114 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6699.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_185_6114,China,,2017,swab,Scotophilus kuhlii,Yes,0.0,No,No,87-2685,1.0,2684-4247,1.0,4246-6427,1.0,Mammalia
124,OR951025,OR951025.1,MAG: Bat astrovirus isolate GD2018_176_158949 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6699.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2018_176_158949,China,,2018,swab,Scotophilus kuhlii,Yes,0.0,No,No,92-2651,1.0,2650-4195,1.0,4201-6421,1.0,Mammalia
125,OR951024,OR951024.1,MAG: Bat astrovirus isolate GD2017_173_19604 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2168.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2017_173_19604,China,,2017,swab,Scotophilus kuhlii,Yes,0.0,No,No,NA-NA,,0-1251,1.0,1257-1981,1.0,Mammalia
126,OR951023,OR951023.1,MAG: Bat astrovirus isolate GX2019_147_245 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6011.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2019_147_245,China,,2019,swab,Tylonycteris pachypus,Yes,0.0,No,No,137-2504,1.0,2503-4060,1.0,4063-6011,1.0,Mammalia
127,OR951022,OR951022.1,MAG: Bat astrovirus isolate GX2019_146_20395 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6384.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2019_146_20395,China,,2019,swab,Tylonycteris pachypus,Yes,0.0,No,No,126-2667,1.0,2666-4223,1.0,4226-6384,1.0,Mammalia
128,OR951021,OR951021.1,MAG: Bat astrovirus isolate GX2019_145_83144 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6657.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2019_145_83144,China,,2019,swab,Tylonycteris pachypus,Yes,0.0,No,No,107-2648,1.0,2647-4204,1.0,4207-6352,1.0,Mammalia
129,OR951020,OR951020.1,"MAG: Bat astrovirus isolate GD2020 polyprotein 1b-like gene, complete sequence",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1414.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2020,China,,2020,swab,Rhinolophus affinis,Yes,0.0,No,No,NA-NA,,64-1405,1.0,NA-NA,,Mammalia
130,OR951019,OR951019.1,"MAG: Bat astrovirus isolate HI2019 polyprotein 1b gene, partial cds",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,845.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,HI2019,China,,2019,swab,Rhinolophus affinis,Yes,1.0,No,No,NA-NA,,0-845,1.0,NA-NA,,Mammalia
131,OR951018,OR951018.1,"MAG: Bat astrovirus isolate GD2017 polyprotein 1b and capsid protein precursor, genes, partial cds",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1236.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2017,China,,2017,swab,Rhinolophus sinicus,Yes,2.0,No,No,NA-NA,,0-987,1.0,999-1236,1.0,Mammalia
132,OR951017,OR951017.1,MAG: Bat astrovirus isolate Pool-073 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3174.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,Pool-073,China,,2020,swab,Chiroptera sp.,Yes,0.0,No,No,0-1587,1.0,1586-3131,1.0,NA-NA,,Mammalia
133,OR951016,OR951016.1,MAG: Bat astrovirus isolate YN2020_064_655 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5820.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,YN2020_064_655,China,,2020,swab,Myotis chinensis,Yes,0.0,No,No,0-1855,1.0,1854-3423,1.0,3415-5782,1.0,Mammalia
134,OR951015,OR951015.1,"MAG: Bat astrovirus isolate YN2020_057_2377 polyprotein 1b-like gene, complete sequence",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1744.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,YN2020_057_2377,China,,2020,swab,Rhinolophus affinis,Yes,0.0,No,No,NA-NA,,139-1681,1.0,NA-NA,,Mammalia
135,OR951014,OR951014.1,MAG: Bat astrovirus isolate YN2020_057_2262 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3491.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,YN2020_057_2262,China,,2020,swab,Rhinolophus affinis,Yes,0.0,No,No,0-1850,1.0,1849-3427,1.0,NA-NA,,Mammalia
136,OR951013,OR951013.1,MAG: Bat astrovirus isolate YN2020_057_1262 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2249.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,YN2020_057_1262,China,,2020,swab,Rhinolophus affinis,Yes,0.0,No,No,0-724,1.0,723-2249,1.0,NA-NA,,Mammalia
137,OR951012,OR951012.1,"MAG: Bat astrovirus isolate HI2018 polyprotein 1b-like gene, complete sequence",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1395.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,HI2018,China,,2018,swab,Hipposideros pomona,Yes,0.0,No,No,NA-NA,,128-1394,1.0,NA-NA,,Mammalia
138,OR951011,OR951011.1,"MAG: Bat astrovirus isolate GX2018 polyprotein 1b gene, partial cds",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1302.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2018,China,,2018,swab,Scotophilus kuhlii,Yes,1.0,No,No,NA-NA,,0-1302,1.0,NA-NA,,Mammalia
139,OR951010,OR951010.1,MAG: Bat astrovirus isolate GX2018 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3387.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2018,China,,2018,swab,Scotophilus kuhlii,Yes,0.0,No,No,110-1796,1.0,1792-3352,1.0,NA-NA,,Mammalia
140,OR951009,OR951009.1,"MAG: Bat astrovirus isolate SC2018_011_212065 polyprotein 1b-like gene, complete sequence",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,707.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,SC2018_011_212065,China,,2018,swab,Miniopterus schreibersii,Yes,0.0,No,No,NA-NA,,190-707,1.0,NA-NA,,Mammalia
141,OR951008,OR951008.1,"MAG: Bat astrovirus isolate SC2018_004_504491 polyprotein 1b-like gene, complete sequence",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,878.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,SC2018_004_504491,China,,2018,swab,Myotis chinensis,Yes,0.0,No,No,NA-NA,,125-878,1.0,NA-NA,,Mammalia
142,OR951007,OR951007.1,"MAG: Bat astrovirus isolate SC2018 polyprotein 1b gene, complete cds",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2243.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,SC2018,China,,2018,swab,Myotis chinensis,Yes,1.0,No,No,NA-NA,,430-1951,1.0,NA-NA,,Mammalia
210,PV983331,PV983331.1,"Bat astrovirus isolate 2259 Non-structural polyprotein 1AB gene, partial cds",29-JUL-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,951.0,"Weary,T.E., Goldberg,T.L., Orr,T.J. and Hanley,K.A.",,2259,USA: New Mexico,,14-Jul-2021,rectal swab,Myotis ciliolabrum,No,1.0,No,No,NA-NA,,0-810,-1.0,NA-NA,,Mammalia
795,FJ571074,FJ571074.1,"Mamastrovirus 17 strain Hp/Guangxi/LC03/2007 capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Mamastrovirus 17,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus hipposideri,Mamastrovirus hipposideri,Astroviridae,2403.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Hp/Guangxi/LC03/2007,LC03,China:Guangxi,,06-Jun-2007,,Hipposideros pomona,No,1.0,No,No,NA-NA,,NA-NA,,0-2403,1.0,Mammalia
796,FJ571073,FJ571073.1,"Bat astrovirus Tm/Guangxi/LD54/2007 capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Bat astrovirus Tm/Guangxi/LD54/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,2556.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/LD54/2007,LD54,China:Guangxi,,08-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,NA-NA,,0-2556,1.0,Mammalia
797,FJ571072,FJ571072.1,"Bat astrovirus Tm/Guangxi/LD45/2007 capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Bat astrovirus Tm/Guangxi/LD45/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,2532.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/LD45/2007,LD45,China:Guangxi,,08-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,NA-NA,,0-2532,1.0,Mammalia
798,FJ571071,FJ571071.1,"Bat astrovirus Tm/Guangxi/DX19/2007 capsid protein precursor (ORF2) gene, complete cds",08-APR-2025,Bat astrovirus Tm/Guangxi/DX19/2007,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Bat astroviruses,Bat astroviruses,Astroviridae,2538.0,"Zhu,H.C., Chu,D.K.W., Liu,W., Dong,B.Q., Zhang,S.Y., Zhang,J.X., Li,L.F., Vijaykrishna,D., Smith,G.J.D., Chen,H.L., Poon,L.L.M., Peiris,J.S.M. and Guan,Y.",Tm/Guangxi/DX19/2007,DX19,China:Guangxi,,10-Jun-2007,,Taphozous melanopogon,No,1.0,No,No,NA-NA,,NA-NA,,0-2538,1.0,Mammalia
