Образец	Страна	Год	Хозяин	Длина контига, нт	Профиль	Идентичность, %	Длина выравнивания, амк	Мисматчи, амк	Начало контига	Конец контига	Начало референса	Конец референса	Длина референса, амк	Покрытие контига, %	Покрытие референса, %	E-value	Bit-score	Бласт хит	Инфо	Источник
SRR14195380	Denmark	2014	Myotis daubentonii	353	Parechovirus|2A_2B_2C	33.0	112	70	325	2	205	315	1119	91.8	9.9	5.06e-08	52.8	YP_009333315.1 RNA-dependent RNA polymerase [Beihai narna-like virus 18]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	436	Parechovirus|polyprotein_custom	57.5	120	51	366	7	375	494	3050	82.6	3.9	1.09e-38	141.0	YP_009337161.1 hypothetical protein [Hubei picorna-like virus 27]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	492	Lagovirus|polyprotein_nonstructural	49.4	160	81	492	13	113	272	468	97.6	34.2	4.67e-53	177.0	YP_009329869.1 RdRp [Beihai barnacle virus 13]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	299	Aphthovirus|polyprotein	34.3	99	65	297	1	1471	1569	2154	99.3	4.6	2.27e-14	70.1	YP_009333522.1 hypothetical protein 1 [Beihai shrimp virus 2]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	2983	Parechovirus|3A_3B_3C_3D	64.1	382	136	1576	2718	2	383	385	38.3	99.2	1.06e-182	537.0	YP_009330107.1 hypothetical protein 2 [Hubei sobemo-like virus 42]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	317	Caliciviridae|polyprotein_nonstructural	42.4	92	51	305	36	2016	2107	2154	85.2	4.3	1.12e-14	71.2	YP_009333522.1 hypothetical protein 1 [Beihai shrimp virus 2]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	373	Astroviridae|1B	71.0	107	31	325	5	70	176	250	86.1	42.8	4.04e-49	159.0	YP_009664781.1 polyprotein 1AB, partial [Mamastrovirus 14]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	277	Parechovirus|2A_2B_2C	60.9	46	18	130	267	415	460	2631	49.8	1.7	2.10e-13	67.0	YP_009337399.1 hypothetical protein [Wenzhou picorna-like virus 47]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	4258	Crohivirus|polyprotein	32.3	1256	772	3755	93	1	1213	2631	86.0	46.1	1.38e-168	563.0	YP_009337399.1 hypothetical protein [Wenzhou picorna-like virus 47]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	392	Kobuvirus|3A_3B_3C_3D	40.9	127	73	6	386	2469	2593	3050	97.2	4.1	1.60e-24	100.0	YP_009337161.1 hypothetical protein [Hubei picorna-like virus 27]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	309	Caliciviridae|polyprotein_nonstructural	46.5	43	23	145	273	2040	2082	2154	41.7	2.0	6.43e-06	46.2	YP_009333522.1 hypothetical protein 1 [Beihai shrimp virus 2]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	432	Harkavirus|polyprotein	48.2	139	71	418	5	2986	3124	3214	95.8	4.3	3.22e-35	131.0	YP_009315888.1 polyprotein [Burke-Gilman virus]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	630	Crohivirus|polyprotein	58.9	214	83	4	630	394	607	806	99.5	26.6	3.26e-75	244.0	YP_009345909.1 structural polyprotein [Bat badicivirus 1]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	269	Parechovirus|2A_2B_2C	46.2	78	42	269	36	526	603	2094	87.0	3.7	3.48e-13	66.2	YP_009336650.1 hypothetical protein 1 [Wenling crustacean virus 6]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	301	Crohivirus|polyprotein	68.3	60	18	72	248	673	732	2694	58.8	2.2	1.07e-18	82.4	YP_009272812.1 polyprotein [Washington bat picornavirus]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	385	Harkavirus|polyprotein	50.7	73	36	352	134	2313	2385	2536	56.9	2.9	3.20e-18	82.4	YP_009333571.1 hypothetical protein 1 [Beihai sea slater virus 2]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	453	Harkavirus|polyprotein	68.7	150	46	2	451	2463	2611	3062	99.3	4.9	2.36e-68	226.0	YP_009330031.1 hypothetical protein [Hubei picorna-like virus 46]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	318	Harkavirus|polyprotein	38.7	106	48	1	318	379	467	849	100.0	10.5	9.29e-16	74.3	YP_009337726.1 hypothetical protein 2 [Hubei picorna-like virus 22]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	356	Astroviridae|2	58.7	63	26	45	233	371	433	801	53.1	7.9	6.05e-19	84.0	YP_009047080.1 ORF2 [Human astrovirus BF34]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	373	Parechovirus|2A_2B_2C	52.4	63	30	189	1	695	757	2122	50.7	3.0	4.98e-13	67.4	YP_009333591.1 hypothetical protein 1 [Beihai picorna-like virus 116]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	280	Picornaviridae|polyprotein	52.5	80	36	239	6	1739	1818	2122	83.6	3.8	4.11e-16	74.7	YP_009333591.1 hypothetical protein 1 [Beihai picorna-like virus 116]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	301	Erbovirus|polyprotein	36.0	50	32	197	48	119	168	1125	49.8	4.4	7.50e-06	45.8	YP_009333592.1 hypothetical protein 2 [Beihai picorna-like virus 116]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	1121	Astroviridae|1B	34.2	319	189	3	920	106	416	468	81.9	66.5	1.77e-40	151.0	YP_009329869.1 RdRp [Beihai barnacle virus 13]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	513	Harkavirus|polyprotein	52.3	44	21	114	245	664	707	2122	25.7	2.1	3.29e-09	58.2	YP_009333591.1 hypothetical protein 1 [Beihai picorna-like virus 116]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	429	Parechovirus|2A_2B_2C	63.8	94	34	139	420	367	460	2631	65.7	3.6	3.20e-35	131.0	YP_009337399.1 hypothetical protein [Wenzhou picorna-like virus 47]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	3592	Crohivirus|polyprotein	27.0	882	566	619	3132	306	1153	2122	70.0	40.0	2.64e-71	266.0	YP_009333591.1 hypothetical protein 1 [Beihai picorna-like virus 116]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	665	Astroviridae|2	73.8	172	45	516	1	61	232	720	77.6	23.9	2.15e-87	275.0	YP_009664784.1 capsid protein precursor [Bat astrovirus Tm/Guangxi/LD77/2007]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	271	Astroviridae|polyprotein	59.1	44	18	137	268	1728	1771	1942	48.7	2.3	2.98e-14	69.3	YP_009333564.1 hypothetical protein 1 [Beihai picorna-like virus 115]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	546	Caliciviridae|polyprotein_nonstructural	38.0	158	95	11	484	1381	1535	2776	86.8	5.6	2.30e-27	110.0	YP_009140560.1 putative polyprotein [Kilifi Virus]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	414	Kobuvirus|3A_3B_3C_3D	58.9	95	39	130	414	92	186	371	68.8	25.6	1.59e-33	123.0	YP_009330010.1 hypothetical protein 2 [Hubei sobemo-like virus 10]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	279	Harkavirus|polyprotein	59.5	42	17	153	278	669	710	2122	45.2	2.0	6.47e-12	62.8	YP_009333591.1 hypothetical protein 1 [Beihai picorna-like virus 116]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	738	Limnipivirus|polyprotein	32.8	229	144	62	736	1254	1476	1666	91.5	13.4	6.25e-23	100.0	YP_009336690.1 hypothetical protein 1 [Wenling crustacean virus 2]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	389	Crohivirus|polyprotein	50.0	74	37	279	58	1779	1852	2094	57.1	3.5	2.30e-20	88.6	YP_009336650.1 hypothetical protein 1 [Wenling crustacean virus 6]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	277	Caliciviridae|polyprotein_nonstructural	53.3	45	21	156	22	2005	2049	2122	48.7	2.1	1.41e-07	50.4	YP_009333591.1 hypothetical protein 1 [Beihai picorna-like virus 116]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	282	Cosavirus|polyprotein	44.4	45	25	1	135	2367	2411	2536	47.9	1.8	2.25e-05	44.3	YP_009333571.1 hypothetical protein 1 [Beihai sea slater virus 2]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	3011	Parechovirus|2A_2B_2C	30.1	163	106	1291	1764	644	803	2112	15.7	7.6	1.63e-09	65.9	YP_004382746.1 polyprotein 1 [Cherry leaf roll virus]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	477	Crohivirus|polyprotein	29.8	124	82	385	26	549	671	2268	75.5	5.4	3.69e-06	48.9	YP_009337049.1 hypothetical protein 1 [Wenzhou shrimp virus 6]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	400	Picornaviridae|polyprotein	37.9	132	73	6	395	1670	1794	2122	97.5	5.9	1.59e-14	72.0	YP_009333591.1 hypothetical protein 1 [Beihai picorna-like virus 116]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	789	Ampivirus|polyprotein	60.6	188	73	78	641	2502	2688	2694	71.5	6.9	2.74e-65	223.0	YP_009272812.1 polyprotein [Washington bat picornavirus]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	396	Rosavirus|polyprotein	45.9	133	65	396	16	1151	1282	1830	96.2	7.2	1.19e-26	106.0	YP_009342327.1 hypothetical protein 1 [Wuhan insect virus 11]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	960	Kobuvirus|3A_3B_3C_3D	44.3	305	153	89	955	73	376	409	90.3	74.3	3.70e-76	241.0	YP_009342461.1 hypothetical protein [Wuhan heteroptera virus 2]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	331	Parechovirus|3A_3B_3C_3D	44.1	59	33	154	330	1501	1559	2154	53.5	2.7	2.67e-12	64.7	YP_009333522.1 hypothetical protein 1 [Beihai shrimp virus 2]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	371	Picornaviridae|polyprotein	46.2	78	40	3	230	1777	1854	2122	61.5	3.7	3.09e-12	65.1	YP_009333591.1 hypothetical protein 1 [Beihai picorna-like virus 116]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	329	Crohivirus|polyprotein	34.8	115	63	1	309	566	680	888	93.9	13.0	8.10e-14	68.9	NP_851404.2 structural polyprotein, partial [Kashmir bee virus]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	3156	Tottorivirus|polyprotein	30.2	202	116	1245	1793	78	273	729	17.4	26.9	1.48e-08	62.4	YP_009333147.1 RNA-dependent RNA polymerase [Beihai narna-like virus 15]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	497	Harkavirus|polyprotein	69.6	148	45	54	497	2346	2493	2694	89.3	5.5	1.63e-70	233.0	YP_009272812.1 polyprotein [Washington bat picornavirus]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	1194	Cosavirus|polyprotein	29.3	208	121	598	1161	2404	2605	3001	47.2	6.7	3.09e-11	68.9	YP_009336529.1 hypothetical protein [Hubei picorna-like virus 44]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	489	Lagovirus|polyprotein_nonstructural	45.2	115	60	345	1	33	144	318	70.6	35.2	5.63e-28	108.0	YP_009337843.1 hypothetical protein 2 [Sanxia water strider virus 10]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	556	Bopivirus|polyprotein	41.6	185	104	554	3	94	275	441	99.3	41.3	3.45e-46	159.0	YP_009337376.1 hypothetical protein 2 [Wenzhou sobemo-like virus 4]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	3204	Harkavirus|polyprotein	26.4	803	487	172	2418	45	797	807	70.1	93.3	7.79e-68	247.0	NP_733846.1 capsid protein precursor, partial [Aphid lethal paralysis virus]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	391	Cosavirus|polyprotein	45.8	83	41	385	146	1981	2062	2154	61.4	3.8	2.20e-10	60.1	YP_009333522.1 hypothetical protein 1 [Beihai shrimp virus 2]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	1264	Astroviridae|1B	48.8	381	194	1145	6	1	381	395	90.2	96.5	2.15e-137	401.0	YP_009329990.1 hypothetical protein 2 [Hubei sobemo-like virus 36]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	2881	Parechovirus|polyprotein_custom	52.3	646	258	1856	3	44	667	2694	64.4	23.2	4.47e-196	627.0	YP_009272812.1 polyprotein [Washington bat picornavirus]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	356	Rosavirus|polyprotein	58.1	62	26	202	17	669	730	2122	52.2	2.9	5.60e-18	81.3	YP_009333591.1 hypothetical protein 1 [Beihai picorna-like virus 116]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	360	Cosavirus|polyprotein	81.5	65	12	166	360	913	977	1120	54.2	5.8	2.12e-27	108.0	YP_009337378.1 RdRp [Hubei permutotetra-like virus 4]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	1286	Oscivirus|polyprotein	59.1	359	147	210	1286	7	365	372	83.7	96.5	6.71e-160	458.0	YP_009330130.1 hypothetical protein [Hubei sobemo-like virus 41]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	1162	Crohivirus|polyprotein	41.4	374	216	1127	12	968	1340	2143	96.0	17.4	1.83e-90	301.0	YP_009508298.1 polyprotein [Shanbavirus A]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	922	Sakobuvirus|polyprotein	42.9	168	94	902	399	185	350	504	54.7	32.9	5.36e-39	146.0	YP_009330096.1 hypothetical protein 1 [Hubei sobemo-like virus 13]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	359	Astroviridae|polyprotein	51.5	68	30	165	359	1721	1788	1942	54.3	3.5	7.35e-15	72.4	YP_009333564.1 hypothetical protein 1 [Beihai picorna-like virus 115]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	408	Caliciviridae|polyprotein_nonstructural	50.0	42	21	131	6	2035	2076	2154	30.9	1.9	5.88e-05	44.7	YP_009333522.1 hypothetical protein 1 [Beihai shrimp virus 2]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
SRR14195380	Denmark	2014	Myotis daubentonii	361	Harkavirus|polyprotein	51.7	60	29	293	114	2313	2372	2536	49.9	2.4	2.14e-15	73.9	YP_009333571.1 hypothetical protein 1 [Beihai sea slater virus 2]	BioProject: PRJNA720531 | SRA Study: SRP314182 | Experiment: SRX10562209 | source_file: batch_3/best_blast_hits.tsv	batch_3/best_blast_hits.tsv
