Accession,Organism_Name,Species,Genotype,Isolate,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
OP963614,Bat picornavirus BtSY1,Bat picornavirus BtSY1,,,7715,partial,China: Yunnan,Rhinolophus pusillus,,"Wang,J., Pan,Y.F., Yang,L.F., Yang,W.H., Lv,K., Luo,C.M., Kuang,G.P., Wu,W.C., Gou,Q.Y., Xin,G.Y., Li,B., Luo,H.L., Chen,S., Shu,Y.L., Guo,D., Gao,Z.H., Liang,G., Li,J., Chen,Y.Q., Holmes,E.C., Feng,Y., Shi,M., Pan,Y.-F., Yang,L.-F., Yang,W.-H., Luo,C.-M., Kuang,G.-P., Wu,W.-C., Gou,Q.-Y., Xin,G.-Y., Luo,H.-L., Chen,Y.-Q., Shu,Y.-L., Gao,Z.-H., Liang,G.-D.",2018,2023-01-24,ssRNA(+)
OP963615,Bat picornavirus BtSY2,Bat picornavirus BtSY2,,,6850,partial,China: Yunnan,Rhinolophus pusillus,,"Wang,J., Pan,Y.F., Yang,L.F., Yang,W.H., Lv,K., Luo,C.M., Kuang,G.P., Wu,W.C., Gou,Q.Y., Xin,G.Y., Li,B., Luo,H.L., Chen,S., Shu,Y.L., Guo,D., Gao,Z.H., Liang,G., Li,J., Chen,Y.Q., Holmes,E.C., Feng,Y., Shi,M., Pan,Y.-F., Yang,L.-F., Yang,W.-H., Luo,C.-M., Kuang,G.-P., Wu,W.-C., Gou,Q.-Y., Xin,G.-Y., Luo,H.-L., Chen,Y.-Q., Shu,Y.-L., Gao,Z.-H., Liang,G.-D.",2018,2023-01-24,ssRNA(+)
OP963617,Bat picornavirus BtSY4,Bat picornavirus BtSY4,,,7750,partial,China: Yunnan,Rhinolophus marshalli,,"Wang,J., Pan,Y.F., Yang,L.F., Yang,W.H., Lv,K., Luo,C.M., Kuang,G.P., Wu,W.C., Gou,Q.Y., Xin,G.Y., Li,B., Luo,H.L., Chen,S., Shu,Y.L., Guo,D., Gao,Z.H., Liang,G., Li,J., Chen,Y.Q., Holmes,E.C., Feng,Y., Shi,M., Pan,Y.-F., Yang,L.-F., Yang,W.-H., Luo,C.-M., Kuang,G.-P., Wu,W.-C., Gou,Q.-Y., Xin,G.-Y., Luo,H.-L., Chen,Y.-Q., Shu,Y.-L., Gao,Z.-H., Liang,G.-D.",2018,2023-01-24,ssRNA(+)
OP963618,Bat picornavirus BtSY5,Bat picornavirus BtSY5,,,7253,partial,China: Yunnan,Rhinolophus pusillus,,"Wang,J., Pan,Y.F., Yang,L.F., Yang,W.H., Lv,K., Luo,C.M., Kuang,G.P., Wu,W.C., Gou,Q.Y., Xin,G.Y., Li,B., Luo,H.L., Chen,S., Shu,Y.L., Guo,D., Gao,Z.H., Liang,G., Li,J., Chen,Y.Q., Holmes,E.C., Feng,Y., Shi,M., Pan,Y.-F., Yang,L.-F., Yang,W.-H., Luo,C.-M., Kuang,G.-P., Wu,W.-C., Gou,Q.-Y., Xin,G.-Y., Luo,H.-L., Chen,Y.-Q., Shu,Y.-L., Gao,Z.-H., Liang,G.-D.",2018,2023-01-24,ssRNA(+)
OP963619,Bat picornavirus BtSY6,Bat picornavirus BtSY6,,,6881,partial,China: Yunnan,Rhinolophus marshalli,,"Wang,J., Pan,Y.F., Yang,L.F., Yang,W.H., Lv,K., Luo,C.M., Kuang,G.P., Wu,W.C., Gou,Q.Y., Xin,G.Y., Li,B., Luo,H.L., Chen,S., Shu,Y.L., Guo,D., Gao,Z.H., Liang,G., Li,J., Chen,Y.Q., Holmes,E.C., Feng,Y., Shi,M., Pan,Y.-F., Yang,L.-F., Yang,W.-H., Luo,C.-M., Kuang,G.-P., Wu,W.-C., Gou,Q.-Y., Xin,G.-Y., Luo,H.-L., Chen,Y.-Q., Shu,Y.-L., Gao,Z.-H., Liang,G.-D.",2018,2023-01-24,ssRNA(+)
OP963620,Bat picornavirus BtSY7,Bat picornavirus BtSY7,,,6914,partial,China: Yunnan,Hipposideros larvatus,,"Wang,J., Pan,Y.F., Yang,L.F., Yang,W.H., Lv,K., Luo,C.M., Kuang,G.P., Wu,W.C., Gou,Q.Y., Xin,G.Y., Li,B., Luo,H.L., Chen,S., Shu,Y.L., Guo,D., Gao,Z.H., Liang,G., Li,J., Chen,Y.Q., Holmes,E.C., Feng,Y., Shi,M., Pan,Y.-F., Yang,L.-F., Yang,W.-H., Luo,C.-M., Kuang,G.-P., Wu,W.-C., Gou,Q.-Y., Xin,G.-Y., Luo,H.-L., Chen,Y.-Q., Shu,Y.-L., Gao,Z.-H., Liang,G.-D.",2015,2023-01-24,ssRNA(+)
OP963621,Bat picornavirus BtSY8,Bat picornavirus BtSY8,,,6915,partial,China: Yunnan,Rhinolophus pusillus,,"Wang,J., Pan,Y.F., Yang,L.F., Yang,W.H., Lv,K., Luo,C.M., Kuang,G.P., Wu,W.C., Gou,Q.Y., Xin,G.Y., Li,B., Luo,H.L., Chen,S., Shu,Y.L., Guo,D., Gao,Z.H., Liang,G., Li,J., Chen,Y.Q., Holmes,E.C., Feng,Y., Shi,M., Pan,Y.-F., Yang,L.-F., Yang,W.-H., Luo,C.-M., Kuang,G.-P., Wu,W.-C., Gou,Q.-Y., Xin,G.-Y., Luo,H.-L., Chen,Y.-Q., Shu,Y.-L., Gao,Z.-H., Liang,G.-D.",2018,2023-01-24,ssRNA(+)
OP963670,Shanbavirus A,Shanbavirus aminfuli,,,7829,partial,China: Yunnan,Rhinolophus pusillus,,"Wang,J., Pan,Y.F., Yang,L.F., Yang,W.H., Lv,K., Luo,C.M., Kuang,G.P., Wu,W.C., Gou,Q.Y., Xin,G.Y., Li,B., Luo,H.L., Chen,S., Shu,Y.L., Guo,D., Gao,Z.H., Liang,G., Li,J., Chen,Y.Q., Holmes,E.C., Feng,Y., Shi,M., Pan,Y.-F., Yang,L.-F., Yang,W.-H., Luo,C.-M., Kuang,G.-P., Wu,W.-C., Gou,Q.-Y., Xin,G.-Y., Luo,H.-L., Chen,Y.-Q., Shu,Y.-L., Gao,Z.-H., Liang,G.-D.",2018,2023-01-24,ssRNA(+)
MW450838,Picornaviridae sp.,Picornaviridae sp.,,BF2-picornavirus-YN-CHN-2020,8173,partial,China,Miniopterus schreibersii,,"Han,Z., Xiao,J., Song,Y., Zhao,X., Sun,Q., Lu,H., Zhang,K., Li,J., Si,F., Zhang,G., Zhao,H., Jia,S., Zhou,J., Wang,D., Zhu,S., Yan,D., Xu,W., Fu,X., Zhang,Y.",2020-02-20,2023-01-17,ssRNA(+)
MZ544214,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16715x13-17,7000,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-06-10,2022-10-24,ssRNA(+)
MZ544215,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16715x14-80,6979,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-06-11,2022-10-24,ssRNA(+)
MZ544216,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16715x39-32,7097,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-06-17,2022-10-24,ssRNA(+)
MZ544217,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16715x40-44,7091,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-06-17,2022-10-24,ssRNA(+)
MZ544218,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16715x86-30,7067,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-06-11,2022-10-24,ssRNA(+)
MZ544225,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,16845x8-27,7160,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-09-18,2022-10-24,ssRNA(+)
MZ544227,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,17819x11-22,7116,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-11-11,2022-10-24,ssRNA(+)
MZ544228,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,17819x16-21,7089,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-11-11,2022-10-24,ssRNA(+)
MZ544229,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,17819x20-34,7293,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-11-11,2022-10-24,ssRNA(+)
MZ544230,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,17819x45-5,7260,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-11-12,2022-10-24,ssRNA(+)
MZ544231,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,17819x48-10,7197,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-11-12,2022-10-24,ssRNA(+)
MZ544237,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,20724x80-30,6930,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2015-02-04,2022-10-24,ssRNA(+)
MZ544238,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,20724x87-644,7208,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2015-02-04,2022-10-24,ssRNA(+)
MZ544239,Scotophilus kuhlii parechovirus,Scotophilus kuhlii parechovirus,,20745x18-15,7220,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2015-02-13,2022-10-24,ssRNA(+)
MZ544240,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x77-12,7846,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-09-16,2022-10-24,ssRNA(+)
MZ544241,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x14-68,7763,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-06-11,2022-10-24,ssRNA(+)
MZ544242,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x38-16,7736,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-06-11,2022-10-24,ssRNA(+)
MZ544243,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x22-8,7712,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-09-16,2022-10-24,ssRNA(+)
MZ544244,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x54-52,7687,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-06-11,2022-10-24,ssRNA(+)
MZ544245,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,20745x7-311,7674,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2015-02-06,2022-10-24,ssRNA(+)
MZ544246,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16845x14-8,7629,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-09-16,2022-10-24,ssRNA(+)
MZ544247,Scotophilus kuhlii picornavirus,Scotophilus kuhlii picornavirus,,16715x45-12,7567,partial,Viet Nam,Scotophilus kuhlii,feces,"Ashworth,J.L.",2014-06-10,2022-10-24,ssRNA(+)
OM302498,Eptesicus fuscus hepatovirus,Eptesicus fuscus hepatovirus,,15893,6921,partial,USA:South Dakota,Eptesicus fuscus,,"Temeeyasen,G., Hause,B.M., Hause,B.",2021-07-29,2022-10-01,ssRNA(+)
OK149219,Bat parechovirus,Bat parechovirus,,BatPeVyn11,7173,partial,China,Hipposideros armiger,,"Zeng,J., Zhang,W.",2017,2022-08-15,ssRNA(+)
OK149220,Bat parechovirus,Bat parechovirus,,BatPeVyn20,7096,partial,China,Hipposideros armiger,,"Zeng,J., Zhang,W.",2017,2022-08-15,ssRNA(+)
OP141164,Miniopterus schreibersii picornavirus,Miniopterus schreibersii picornavirus,,,3452,partial,Sri Lanka,Miniopterus fuliginosus,feces,"Muzeniek,T., Perera,T., Siriwardana,S., Bas,D., Bayram,F., Oeruc,M., Becker-Ziaja,B., Perera,I., Weerasena,J., Handunnetti,S., Schwarz,F., Premawansa,G., Premawansa,S., Yapa,W., Nitsche,A., Kohl,C.",2018,2022-08-15,ssRNA(+)
MZ218061,Bat picornavirus,Shanbavirus aminfuli,,BtPV/13585-58/M.dau/DK/2014,9300,partial,Denmark: Moensted,Myotis daubentonii,feces,"Lazov,C.M., Belsham,G.J., Botner,A., Rasmussen,T.B., Boetner,A.",2014-10,2021-06-09,ssRNA(+)
MW249015,Bat picornavirus LMA6,Bat picornavirus LMA6,,DesRot/Peru/LMA6_F_DrPicoV,6868,partial,Peru,Desmodus rotundus,,"Bergner,L.M., Mollentze,N., Orton,R.J., Tello,C., Broos,A., Biek,R., Streicker,D.G., Bergner,L., Orton,R., Streicker,D.",2016,2021-03-28,ssRNA(+)
MW249017,Bat picornavirus CUS8,Bat picornavirus CUS8,,DesRot/Peru/CUS8_F_DrPicoV,6774,partial,Peru,Desmodus rotundus,,"Bergner,L.M., Mollentze,N., Orton,R.J., Tello,C., Broos,A., Biek,R., Streicker,D.G., Bergner,L., Orton,R., Streicker,D.",2016,2021-03-28,ssRNA(+)
MK348056,Parechovirus sp. QAPp32,Parechovirus sp. QAPp32,,QAPp32,7174,partial,China: Xinjiang,Pipistrellus pipistrellus,"feces, abdominal cavity","Zhang,C., Yan,C., He,B.",2016,2019-03-05,ssRNA(+)
KX420938,Teschovirus sp.,Teschovirus sp.,,KSA412,3167,partial,Saudi Arabia,Eidolon helvum,,"Mishra,N., Adam,N., Lipkin,W.I.",2012-10-24,2018-06-17,ssRNA(+)
KX420952,Hepatovirus A,Hepatovirus ahepa,,KSA215,7473,partial,Saudi Arabia,Rhinopoma hardwickii,,"Mishra,N., Adam,N., Lipkin,W.I.",2012-10-15,2018-06-17,ssRNA(+)
MF352431,Bat sapelovirus,Bat sapelovirus,,,7618,partial,China: Henan,Myotis ricketti,feces,"Guo,W.-P., Zhang,Y.-Z.",2012,2018-05-19,ssRNA(+)
MG888045,Mischivirus B,Mischivirus beminio,,,6961,partial,Algeria,Miniopterus,feces,"Zeghbib,S., Kemenesi,G., Zana,B., Herczeg,R., Kurucz,K., Urban,P., Mourad,A., Foldes,F., Jakab,F.",2017-02,2018-04-30,ssRNA(+)
MG559674,Hepatovirus sp.,Hepatovirus sp.,,HepV-bat3206/Hipposideros_armiger/2011,7184,partial,China,Hipposideros armiger,feces,"Li,W., Wang,B., Li,B., Zhang,W., Zhu,Y., Shi,Z.L., Yang,X.L., Yang,X.-L., Shi,Z.-L.",2011-09-29,2018-03-07,ssRNA(+)
MF947429,aichivirus A10,Kobuvirus aichi,,,6340,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.",2014-06-11,2018-02-27,ssRNA(+)
MF947430,Kobuvirus sp.,Kobuvirus sp.,,,5619,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.",2014-06-11,2018-02-27,ssRNA(+)
MF947431,Kobuvirus sp.,Kobuvirus sp.,,,5667,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.",2014-06-11,2018-02-27,ssRNA(+)
MF947432,Kobuvirus sp.,Kobuvirus sp.,,,6350,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.",2014-06-11,2018-02-27,ssRNA(+)
MF947433,Kobuvirus sp.,Kobuvirus sp.,,,5393,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.",2014-06-17,2018-02-27,ssRNA(+)
MF947434,Kobuvirus sp.,Kobuvirus sp.,,,6312,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.",2014-06-11,2018-02-27,ssRNA(+)
MF947435,Kobuvirus sp.,Kobuvirus sp.,,,6312,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.",2014-06-11,2018-02-27,ssRNA(+)
MF947436,Kobuvirus sp.,Kobuvirus sp.,,,5931,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.",2014-06-11,2018-02-27,ssRNA(+)
MF947437,Kobuvirus sp.,Kobuvirus sp.,,,6859,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.",2015-02-06,2018-02-27,ssRNA(+)
MF947438,Kobuvirus sp.,Kobuvirus sp.,,,6859,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.",2014-09-18,2018-02-27,ssRNA(+)
MF947439,Kobuvirus sp.,Kobuvirus sp.,,,6354,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.",2014-06-11,2018-02-27,ssRNA(+)
MF947440,Kobuvirus sp.,Kobuvirus sp.,,,6354,partial,Viet Nam,Scotophilus kuhlii,feces,"Lu,L., Van Dung,N., Ivens,A., Bogaardt,C., O'Toole,A., Bryant,J.E., Carrique-Mas,J., Van Cuong,N., Anh,P.H., Rabaa,M.A., Tue,N.T., Thwaites,G.E., Baker,S., Simmonds,P., Woolhouse,M.E., Woolhouse,M.",2014-09-16,2018-02-27,ssRNA(+)
KX644936,kunsagivirus B1,Kunsagivirus bacameba,,,7092,partial,Cameroon,Eidolon helvum,feces,"Yinda,C.K., Zeller,M., Conceicao-Neto,N., Maes,P., Deboutte,W., Beller,L., Heylen,E., Ghogomu,S.M., Van Ranst,M., Matthijnssens,J., Zell,R., Knowles,N.",2013-12,2017-02-19,ssRNA(+)
KX644937,Crohivirus B,Crohivirus beidoli,,,7085,partial,Cameroon,Eidolon helvum,feces,"Yinda,C.K., Zeller,M., Conceicao-Neto,N., Maes,P., Deboutte,W., Beller,L., Heylen,E., Ghogomu,S.M., Van Ranst,M., Matthijnssens,J., Zell,R., Knowles,N.",2013-12,2017-02-19,ssRNA(+)
KX644938,Bat sapelovirus,Bat sapelovirus,,,7746,partial,Cameroon,Eidolon helvum,feces,"Yinda,C.K., Zeller,M., Conceicao-Neto,N., Maes,P., Deboutte,W., Beller,L., Heylen,E., Ghogomu,S.M., Van Ranst,M., Matthijnssens,J., Zell,R., Knowles,N.",2013-12,2017-02-19,ssRNA(+)
KT452714,hepatovirus H2,Hepatovirus hedgi,,M32Eidhel2010,7333,partial,Ghana,Eidolon helvum,,"Drexler,J.F., Corman,V.M., Lukashev,A.N., van den Brand,J.M., Gmyl,A.P., Brunink,S., Rasche,A., Seggewibeta,N., Feng,H., Leijten,L.M., Vallo,P., Kuiken,T., Dotzauer,A., Ulrich,R.G., Lemon,S.M., Drosten,C.",2010,2015-11-02,ssRNA(+)
KT452729,hepatovirus G2,Hepatovirus gafrisheta,,FO1AF48Rhilan2010,7151,partial,Ghana,Rhinolophus landeri,,"Drexler,J.F., Corman,V.M., Lukashev,A.N., van den Brand,J.M., Gmyl,A.P., Brunink,S., Rasche,A., Seggewibeta,N., Feng,H., Leijten,L.M., Vallo,P., Kuiken,T., Dotzauer,A., Ulrich,R.G., Lemon,S.M., Drosten,C.",2010,2015-11-02,ssRNA(+)
KT452730,Bat hepatovirus BUO2BF86Colafr2010,Hepatovirus gafrisheta,,BUO2BF86Colafr2010,7399,partial,Ghana,Coleura afra,,"Drexler,J.F., Corman,V.M., Lukashev,A.N., van den Brand,J.M., Gmyl,A.P., Brunink,S., Rasche,A., Seggewibeta,N., Feng,H., Leijten,L.M., Vallo,P., Kuiken,T., Dotzauer,A., Ulrich,R.G., Lemon,S.M., Drosten,C.",2010,2015-11-02,ssRNA(+)
KT452742,Bat hepatovirus SMG18520Minmav2014,Hepatovirus cemanavi,,SMG18520Minmav2014,7570,partial,Madagascar,Miniopterus,,"Drexler,J.F., Corman,V.M., Lukashev,A.N., van den Brand,J.M., Gmyl,A.P., Brunink,S., Rasche,A., Seggewibeta,N., Feng,H., Leijten,L.M., Vallo,P., Kuiken,T., Dotzauer,A., Ulrich,R.G., Lemon,S.M., Drosten,C.",2014,2015-11-02,ssRNA(+)
KJ641684,Bat picornavirus,Shanbavirus aminfuli,,BtRf-PicoV-2/YN2012,5636,partial,China,Rhinolophus ferrumequinum,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2010-12,2015-03-31,ssRNA(+)
KJ641685,diresapivirus A1,Diresapivirus arhiferi,,BtRf-PicoV-1/YN2012,6624,partial,China,Rhinolophus ferrumequinum,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2010-12,2015-03-31,ssRNA(+)
KJ641686,aichivirus F1,Kobuvirus femyomini,,BtMr-PicoV/JX2010,7555,partial,China,Myotis ricketti,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2010-10,2015-03-31,ssRNA(+)
KJ641687,Bat picornavirus,Shanbavirus aminfuli,,BtMf-PicoV/FJ2012,7435,partial,China,Miniopterus fuliginosus,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2012-11,2015-03-31,ssRNA(+)
KJ641688,Bat picornavirus,Shanbavirus aminfuli,,BtRlep-PicoV/FJ2012,5661,partial,China,Rhinolophus lepidus,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2012-11,2015-03-31,ssRNA(+)
KJ641689,Bat picornavirus,Shanbavirus aminfuli,,BtMa-PicoV/FJ2012,6623,partial,China,Myotis altarium,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2012-11,2015-03-31,ssRNA(+)
KJ641690,Bat picornavirus,Shanbavirus aminfuli,,BtMf-PicoV-1/GD2012,6879,partial,China,Miniopterus fuliginosus,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2012-12,2015-03-31,ssRNA(+)
KJ641691,aichivirus F2,Kobuvirus femyomini,,BtMf-PicoV-2/GD2012,7279,partial,China,Miniopterus fuliginosus,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2012-12,2015-03-31,ssRNA(+)
KJ641692,Bat picornavirus,Shanbavirus aminfuli,,BtRa-PicoV/JS2013,5652,partial,China,Rhinolophus affinis,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2013-04,2015-03-31,ssRNA(+)
KJ641693,Bat picornavirus,Shanbavirus aminfuli,,BtRh-PicoV/SC2013,7345,partial,China,Rhinolophus hipposideros,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2013-03,2015-03-31,ssRNA(+)
KJ641694,Bat picornavirus,Shanbavirus aminfuli,,BtRs-PicoV/YN2010,7830,partial,China,Rhinolophus sinicus,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2010-12,2015-03-31,ssRNA(+)
KJ641696,Bat picornavirus,Shanbavirus aminfuli,,BtVs-PicoV/SC2013,7331,partial,China,Vespertilio sinensis,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2013-03,2015-03-31,ssRNA(+)
KJ641697,diresapivirus B1,Diresapivirus benyvelu,,BtNv-PicoV/SC2013,7048,partial,China,Nyctalus velutinus,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2013-03,2015-03-31,ssRNA(+)
KJ641698,Shanbavirus A,Shanbavirus aminfuli,,BtMf-PicoV-1/SAX2011,7264,partial,China,Miniopterus fuliginosus,,"Wu,Z., Yang,L., Ren,X., He,G., Zhang,J., Yang,J., Qian,Z., Dong,J., Sun,L., Zhu,Y., Du,J., Yang,F., Zhang,S., Jin,Q.",2011-09,2015-03-31,ssRNA(+)
