ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class,1A_length,1B_length,2_length
OR951045,OR951045.1,MAG: Bat astrovirus isolate GD2017_207_27658 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5500.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2017_207_27658,China,,2017,swab,Myotis pilosus,Yes,0.0,No,No,217-2820,1.0,2822-4370,1.0,4383-5114,1.0,Mammalia,2603.0,1548.0,731.0
OR951042,OR951042.1,MAG: Bat astrovirus isolate GX2017_200_126536 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4267.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_200_126536,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,120-2573,1.0,2575-4183,1.0,NA-NA,,Mammalia,2453.0,1608.0,
OR951041,OR951041.1,MAG: Bat astrovirus isolate GX2017_200_44502 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4205.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_200_44502,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,NA-NA,,182-1790,1.0,1799-3922,1.0,Mammalia,,1608.0,2123.0
OR951040,OR951040.1,MAG: Bat astrovirus isolate GX2017_200_24737 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4756.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_200_24737,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,198-2114,1.0,2116-3625,1.0,3657-4383,1.0,Mammalia,1916.0,1509.0,726.0
OR951038,OR951038.1,MAG: Bat astrovirus isolate GX2017_199_2788 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4079.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_199_2788,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,NA-NA,,274-1882,1.0,1891-4014,1.0,Mammalia,,1608.0,2123.0
OR951037,OR951037.1,"MAG: Bat astrovirus isolate GX2017 polyprotein 1a gene, complete cds",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2451.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017,China,,2017,swab,Hipposideros larvatus,Yes,1.0,No,No,275-2225,1.0,NA-NA,,NA-NA,,Mammalia,1950.0,,
OR951036,OR951036.1,MAG: Bat astrovirus isolate GD2018_193_3704 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6658.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2018_193_3704,China,,2018,swab,Hipposideros larvatus,Yes,0.0,No,No,179-2651,1.0,2650-4261,1.0,4269-6393,1.0,Mammalia,2472.0,1611.0,2124.0
OR951035,OR951035.1,MAG: Bat astrovirus isolate GD2018_192_546203 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3706.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2018_192_546203,China,,2018,swab,Hipposideros larvatus,Yes,0.0,No,No,NA-NA,,44-1655,1.0,1663-3557,1.0,Mammalia,,1611.0,1894.0
OR951034,OR951034.1,MAG: Bat astrovirus isolate GD2017_191_26815 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5439.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2017_191_26815,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,404-2312,1.0,2311-3901,1.0,3881-5439,1.0,Mammalia,1908.0,1590.0,1558.0
OR951033,OR951033.1,MAG: Bat astrovirus isolate GD2017_191_4128 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3274.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2017_191_4128,China,,2017,swab,Hipposideros larvatus,Yes,0.0,No,No,162-2085,1.0,2084-3274,1.0,NA-NA,,Mammalia,1923.0,1190.0,
OR951032,OR951032.1,MAG: Bat astrovirus isolate GD2016_189_30487 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6542.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2016_189_30487,China,,2016,swab,Hipposideros larvatus,Yes,0.0,No,No,19-2539,1.0,2538-4149,1.0,4157-6281,1.0,Mammalia,2520.0,1611.0,2124.0
OR951030,OR951030.1,MAG: Bat astrovirus isolate GD2016_189_12430 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5996.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2016_189_12430,China,,2016,swab,Hipposideros larvatus,Yes,0.0,No,No,182-2105,1.0,2104-3040,1.0,3659-5858,1.0,Mammalia,1923.0,936.0,2199.0
OR951028,OR951028.1,MAG: Bat astrovirus isolate GD2016_187_7946 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4255.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2016_187_7946,China,,2016,swab,Hipposideros larvatus,Yes,0.0,No,No,NA-NA,,266-1877,1.0,1885-4009,1.0,Mammalia,,1611.0,2124.0
OR951027,OR951027.1,MAG: Bat astrovirus isolate GX2017_186_13431 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6595.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_186_13431,China,,2017,swab,Scotophilus kuhlii,Yes,0.0,No,No,122-2681,1.0,2680-4225,1.0,4231-6451,1.0,Mammalia,2559.0,1545.0,2220.0
OR951026,OR951026.1,MAG: Bat astrovirus isolate GX2017_185_6114 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6699.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2017_185_6114,China,,2017,swab,Scotophilus kuhlii,Yes,0.0,No,No,87-2685,1.0,2684-4247,1.0,4246-6427,1.0,Mammalia,2598.0,1563.0,2181.0
OR951025,OR951025.1,MAG: Bat astrovirus isolate GD2018_176_158949 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6699.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GD2018_176_158949,China,,2018,swab,Scotophilus kuhlii,Yes,0.0,No,No,92-2651,1.0,2650-4195,1.0,4201-6421,1.0,Mammalia,2559.0,1545.0,2220.0
OR951023,OR951023.1,MAG: Bat astrovirus isolate GX2019_147_245 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6011.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2019_147_245,China,,2019,swab,Tylonycteris pachypus,Yes,0.0,No,No,137-2504,1.0,2503-4060,1.0,4063-6011,1.0,Mammalia,2367.0,1557.0,1948.0
OR951022,OR951022.1,MAG: Bat astrovirus isolate GX2019_146_20395 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6384.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2019_146_20395,China,,2019,swab,Tylonycteris pachypus,Yes,0.0,No,No,126-2667,1.0,2666-4223,1.0,4226-6384,1.0,Mammalia,2541.0,1557.0,2158.0
OR951021,OR951021.1,MAG: Bat astrovirus isolate GX2019_145_83144 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6657.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2019_145_83144,China,,2019,swab,Tylonycteris pachypus,Yes,0.0,No,No,107-2648,1.0,2647-4204,1.0,4207-6352,1.0,Mammalia,2541.0,1557.0,2145.0
OR951017,OR951017.1,MAG: Bat astrovirus isolate Pool-073 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3174.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,Pool-073,China,,2020,swab,Chiroptera sp.,Yes,0.0,No,No,0-1587,1.0,1586-3131,1.0,NA-NA,,Mammalia,1587.0,1545.0,
OR951016,OR951016.1,MAG: Bat astrovirus isolate YN2020_064_655 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5820.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,YN2020_064_655,China,,2020,swab,Myotis chinensis,Yes,0.0,No,No,0-1855,1.0,1854-3423,1.0,3415-5782,1.0,Mammalia,1855.0,1569.0,2367.0
OR951015,OR951015.1,"MAG: Bat astrovirus isolate YN2020_057_2377 polyprotein 1b-like gene, complete sequence",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1744.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,YN2020_057_2377,China,,2020,swab,Rhinolophus affinis,Yes,0.0,No,No,NA-NA,,139-1681,1.0,NA-NA,,Mammalia,,1542.0,
OR951014,OR951014.1,MAG: Bat astrovirus isolate YN2020_057_2262 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3491.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,YN2020_057_2262,China,,2020,swab,Rhinolophus affinis,Yes,0.0,No,No,0-1850,1.0,1849-3427,1.0,NA-NA,,Mammalia,1850.0,1578.0,
OR951013,OR951013.1,MAG: Bat astrovirus isolate YN2020_057_1262 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2249.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,YN2020_057_1262,China,,2020,swab,Rhinolophus affinis,Yes,0.0,No,No,0-724,1.0,723-2249,1.0,NA-NA,,Mammalia,724.0,1526.0,
OR951010,OR951010.1,MAG: Bat astrovirus isolate GX2018 sequence,18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3387.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,GX2018,China,,2018,swab,Scotophilus kuhlii,Yes,0.0,No,No,110-1796,1.0,1792-3352,1.0,NA-NA,,Mammalia,1686.0,1560.0,
OR951007,OR951007.1,"MAG: Bat astrovirus isolate SC2018 polyprotein 1b gene, complete cds",18-SEP-2025,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2243.0,"Wang,Y., Xu,P., Han,Y., Zhao,W., Zhao,L., Li,R., Zhang,J., Zhang,S., Lu,J., Jin,Q. and Wu,Z.",,SC2018,China,,2018,swab,Myotis chinensis,Yes,1.0,No,No,NA-NA,,430-1951,1.0,NA-NA,,Mammalia,,1521.0,
MW826416,MW826416.1,Mamastrovirus sp. isolate XZS01 genomic sequence,27-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,7066.0,"Zhu,W., Huang,Y. and Yang,J.",,XZS01,China,,Apr-2018,feces,rat,No,3.0,No,No,5-2636,1.0,2917-4120,1.0,3929-6974,1.0,Mammalia,2631.0,1203.0,3045.0
PX095816,PX095816.1,"MAG: Mamastrovirus sp. isolate SQ/N.fuscus/Mav-3 capsid protein gene, complete cds; and ORF1ab polyprotein gene, partial cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,4576.0,"Zhou,H., Yang,J., Luo,X. and Xu,J.",,SQ/N.fuscus/Mav-3,China,,2023,intestinal contents,Neodon fuscus,Yes,2.0,No,No,NA-NA,,3080-4574,-1.0,85-3082,-1.0,Mammalia,,1494.0,2997.0
PX095800,PX095800.1,"MAG: Mamastrovirus sp. isolate DL/P.nayaur/Mav-1 nonstructural protein NSP1a and nonstructural protein NSP1ab genes, partial cds; and capsid protein precursor, gene, complete cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6441.0,"Zhou,H., Yang,J., Luo,X. and Xu,J.",,DL/P.nayaur/Mav-1,China,,2023,feces,Pseudois nayaur,Yes,3.0,No,No,2-2570,1.0,2587-4090,1.0,4028-6362,1.0,Mammalia,2568.0,1503.0,2334.0
PX095793,PX095793.1,"MAG: Mamastrovirus sp. isolate SQ/C.kamensis/Mav capsid protein gene, complete cds; RNA-dependent RNA polymerase-like gene, partial sequence; and nonstructural protein NSP1a gene, complete cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,8235.0,"Zhou,H., Yang,J., Luo,X. and Xu,J.",,SQ/C.kamensis/Mav,China,,2023,intestinal contents,Urocricetus kamensis,Yes,2.0,No,No,4451-7190,-1.0,NA-NA,,98-2966,-1.0,Mammalia,2739.0,,2868.0
PX095750,PX095750.1,"MAG: Mamastrovirus sp. isolate SQ/N.fuscus/Mav ORF1ab polyprotein gene, partial cds; and ORF1ab polyprotein and capsid protein genes, complete cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,7452.0,"Zhou,H., Yang,J., Luo,X. and Xu,J.",,SQ/N.fuscus/Mav,China,,2023,intestinal contents,Neodon fuscus,Yes,3.0,No,No,NA-NA,,2807-4271,1.0,4263-7398,1.0,Mammalia,,1464.0,3135.0
PX095749,PX095749.1,"MAG: Mamastrovirus sp. isolate SQ/N.fuscus/Mav-4 nonstructural protein NSP1a gene, partial cds; and RNA-dependent RNA polymerase and capsid protein genes, complete cds",18-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,7018.0,"Zhou,H., Yang,J., Luo,X. and Xu,J.",,SQ/N.fuscus/Mav-4,China,,2023,intestinal contents,Neodon fuscus,Yes,3.0,No,No,0-2832,1.0,3002-4364,1.0,4353-6936,1.0,Mammalia,2832.0,1362.0,2583.0
PX113253,PX113253.1,"Mamastrovirus sp. isolate QXDL/78513 ORF1a and ORF1ab genes, complete cds; and ORF2 gene, partial cds",17-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6374.0,"Zhou,X. and Li,J.",,QXDL/78513,China: Qinghai,,2023,swabs,Bactrian camel,No,3.0,No,No,24-2604,1.0,2489-4076,1.0,3930-6374,1.0,Mammalia,2580.0,1587.0,2444.0
PX113252,PX113252.1,"Mamastrovirus sp. isolate XWWT/20633 ORF1a gene, partial cds; ORF1ab-like gene, partial sequence; and ORF2 gene, complete cds",17-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6373.0,"Zhou,X. and Li,J.",,XWWT/20633,China: Xinjiang,,2024,swabs,Bactrian camel,No,2.0,No,No,1-2704,1.0,NA-NA,,4021-6367,1.0,Mammalia,2703.0,,2346.0
PX113251,PX113251.1,"Mamastrovirus sp. isolate MAYQ/720 ORF1ab-like gene, complete sequence; and ORF1a and ORF2 genes, complete cds",17-AUG-2025,Mamastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6309.0,"Zhou,X. and Li,J.",,MAYQ/720,China: Inner Mongolia,,2023,swabs,Bactrian camel,No,2.0,No,No,6-2496,1.0,NA-NA,,3846-6234,1.0,Mammalia,2490.0,,2388.0
PV979748,PV979748.1,"Astroviridae sp. isolate Rhabdo_Mix_4_123_Astrovirus_shrew_240620 hypothetical protein, non-structural polyprotein 1AB, and non-structural polyprotein 1A genes, complete cds",06-AUG-2025,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6233.0,"Huangfu,H.",,Rhabdo_Mix_4_123_Astrovirus_shrew_240620,China:Hainan,,2024-06-20,,Su. murinus,No,3.0,No,No,3978-6204,-1.0,2479-3898,-1.0,NA-NA,,Mammalia,2226.0,1419.0,
PV979747,PV979747.1,"Wenzhou rodent astrovirus 1 isolate K8f_52_Astrovirus_shrew_240620 ORF1ab protein and ORF1a protein genes, complete cds; and ORF2 protein gene, partial cds",06-AUG-2025,Wenzhou rodent astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4302.0,"Huangfu,H.",,K8f_52_Astrovirus_shrew_240620,China:Hainan,,2024-06-20,,Su. murinus,No,3.0,No,No,7-2317,1.0,2262-3966,1.0,3760-4302,1.0,Mammalia,2310.0,1704.0,542.0
PV987765,PV987765.1,"Mamastrovirus 13 strain sheep/XY2210-4 nonstructural protein nsp1ab, nonstructural protein nsp1a, and capsid protein mRNAs, complete cds",03-AUG-2025,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,6280.0,"Mao,L. and Ran,H.",sheep/XY2210-4,,China,,01-Mar-2025,,sheep,No,3.0,No,No,18-2460,1.0,2432-3923,1.0,3915-6201,1.0,Mammalia,2442.0,1491.0,2286.0
PP980351,PP980351.1,"Mamastrovirus 5 isolate JBN/22D127-1 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3058.0,"Chae,S.-B. and Oem,J.-K.",,JBN/22D127-1,South Korea,,2022,feces,Canis lupus familiaris,No,2.0,No,No,NA-NA,,0-726,1.0,538-3055,1.0,Mammalia,,726.0,2517.0
PP980350,PP980350.1,"Mamastrovirus 5 isolate JBN/22D67, complete genome",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,6509.0,"Chae,S.-B. and Oem,J.-K.",,JBN/22D67,South Korea,,2022,intestine,Canis lupus familiaris,No,3.0,No,No,2-2672,1.0,2623-4159,1.0,3971-6500,1.0,Mammalia,2670.0,1536.0,2529.0
PP980349,PP980349.1,"Mamastrovirus 5 isolate JBN/22Q69-2 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3037.0,"Chae,S.-B. and Oem,J.-K.",,JBN/22Q69-2,South Korea,,2022,intestine,Canis lupus familiaris,No,2.0,No,No,NA-NA,,0-726,1.0,538-3034,1.0,Mammalia,,726.0,2496.0
PP980348,PP980348.1,"Mamastrovirus 5 isolate JBN/22D17-1 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3053.0,"Chae,S.-B. and Oem,J.-K.",,JBN/22D17-1,South Korea,,2022,intestine,Canis lupus familiaris,No,2.0,No,No,NA-NA,,0-726,1.0,538-3034,1.0,Mammalia,,726.0,2496.0
PP980347,PP980347.1,"Mamastrovirus 5 isolate JBN/22D16-1 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3043.0,"Chae,S.-B. and Oem,J.-K.",,JBN/22D16-1,South Korea,,2022,intestine,Canis lupus familiaris,No,2.0,No,No,NA-NA,,0-726,1.0,538-3034,1.0,Mammalia,,726.0,2496.0
PP980346,PP980346.1,"Mamastrovirus 5 isolate JBN/22D15-6 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3054.0,"Chae,S.-B. and Oem,J.-K.",,JBN/22D15-6,South Korea,,2022,intestine,Canis lupus familiaris,No,2.0,No,No,NA-NA,,0-726,1.0,538-3034,1.0,Mammalia,,726.0,2496.0
PP980345,PP980345.1,"Mamastrovirus 5 isolate JBN/22Q14 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3043.0,"Chae,S.-B. and Oem,J.-K.",,JBN/22Q14,South Korea,,2022,intestine,Canis lupus familiaris,No,2.0,No,No,NA-NA,,0-726,1.0,538-3034,1.0,Mammalia,,726.0,2496.0
PP980344,PP980344.1,"Mamastrovirus 5 isolate JBN/23D104, complete genome",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,6471.0,"Chae,S.-B. and Oem,J.-K.",,JBN/23D104,South Korea,,2023,feces,Canis lupus familiaris,No,3.0,No,No,2-2672,1.0,2623-4159,1.0,3971-6467,1.0,Mammalia,2670.0,1536.0,2496.0
PP980343,PP980343.1,"Mamastrovirus 5 isolate JBN/23D80 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3023.0,"Chae,S.-B. and Oem,J.-K.",,JBN/23D80,South Korea,,2023,feces,Canis lupus familiaris,No,2.0,No,No,NA-NA,,0-726,1.0,538-3016,1.0,Mammalia,,726.0,2478.0
PP980342,PP980342.1,"Mamastrovirus 5 isolate JBN/23Q50 RNA-dependent RNA polymerase gene, partial cds; and capsid protein gene, complete cds",01-AUG-2025,Mamastrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus canis,Mamastrovirus canis,Astroviridae,3043.0,"Chae,S.-B. and Oem,J.-K.",,JBN/23Q50,South Korea,,2023,feces,Canis lupus familiaris,No,2.0,No,No,NA-NA,,0-726,1.0,538-3034,1.0,Mammalia,,726.0,2496.0
