Model_ID,Taxon,TxID,Model type,Range,Positive terms,Negative terms,Start coordinate,End coordinate,Cutoff score,Length,# of sequences,Segmentation,Genome type,Sense,Topology,Baltimore,Parent,Natural Host,Organism_type
vHMM_13101,Picornaviridae,12058,short,wide,polyprotein,,5046,5105,60,60,300,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13722,Tottorivirus,2560241,short,narrow,polyprotein,,6667,6686,38.24,20,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18400,Tottorivirus,2560241,full-length,narrow,polyprotein,,1,2091,4434.28,2091,1,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13681,Teschovirus,118139,short,narrow,polyprotein,,627,646,40.96,20,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13682,Teschovirus,118139,short,narrow,polyprotein,,314,347,65.04,34,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13683,Teschovirus,118139,short,narrow,polyprotein,,5056,5106,119.64,51,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13684,Teschovirus,118139,short,narrow,polyprotein,,6329,6352,56.38,24,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13685,Teschovirus,118139,short,narrow,polyprotein,,6712,6745,77.72,34,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13686,Teschovirus,118139,short,narrow,polyprotein,,349,381,66.24,33,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13687,Teschovirus,118139,short,narrow,polyprotein,,1544,1581,85.76,38,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13688,Teschovirus,118139,short,narrow,polyprotein,,6155,6174,36.32,20,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13689,Teschovirus,118139,short,narrow,polyprotein,,1127,1148,37.04,22,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13690,Teschovirus,118139,short,narrow,polyprotein,,5583,5603,41.92,21,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13691,Teschovirus,118139,short,narrow,polyprotein,,6103,6128,51.36,26,5,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13692,Teschovirus,118139,short,narrow,polyprotein,,1730,1755,53.56,26,6,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13693,Teschovirus,118139,short,narrow,polyprotein,,7026,7045,44.86,20,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13694,Teschovirus,118139,short,narrow,polyprotein,,686,709,38.24,24,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18398,Teschovirus,118139,full-length,narrow,polyprotein,,1,2207,4204.46,2207,7,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13695,Torchivirus,2025078,short,narrow,polyprotein,,6667,6686,36.96,20,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13696,Torchivirus,2025078,short,narrow,polyprotein,,3762,3788,55.2,27,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13697,Torchivirus,2025078,short,narrow,polyprotein,,627,649,47.8,23,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13698,Torchivirus,2025078,short,narrow,polyprotein,,1544,1577,83.06,34,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13699,Torchivirus,2025078,short,narrow,polyprotein,,3682,3714,59.92,33,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13700,Torchivirus,2025078,short,narrow,polyprotein,,5087,5106,42.8,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13701,Torchivirus,2025078,short,narrow,polyprotein,,6809,6829,45.8,21,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13702,Torchivirus,2025078,short,narrow,polyprotein,,4882,4902,44.64,21,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13703,Torchivirus,2025078,short,narrow,polyprotein,,6707,6747,94.48,41,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13704,Torchivirus,2025078,short,narrow,polyprotein,,5814,5837,53.94,24,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13705,Torchivirus,2025078,short,narrow,polyprotein,,3934,3973,79.28,40,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13706,Torchivirus,2025078,short,narrow,polyprotein,,7025,7045,47.42,21,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13707,Torchivirus,2025078,short,narrow,polyprotein,,6329,6352,54.72,24,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13708,Torchivirus,2025078,short,narrow,polyprotein,,689,709,42.16,21,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18399,Torchivirus,2025078,full-length,narrow,polyprotein,,1,2218,4443.4,2218,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13469,Oscivirus,1511780,short,narrow,polyprotein,,6328,6352,58.46,25,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13470,Oscivirus,1511780,short,narrow,polyprotein,,4927,4951,49.2,25,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13471,Oscivirus,1511780,short,narrow,polyprotein,,1181,1222,87.64,42,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13472,Oscivirus,1511780,short,narrow,polyprotein,,1056,1076,44.66,21,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13473,Oscivirus,1511780,short,narrow,polyprotein,,7023,7045,59.4,23,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13474,Oscivirus,1511780,short,narrow,polyprotein,,6714,6747,81.4,34,3,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13475,Oscivirus,1511780,short,narrow,polyprotein,,1545,1573,66.16,29,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13476,Oscivirus,1511780,short,narrow,polyprotein,,1365,1384,41.04,20,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13477,Oscivirus,1511780,short,narrow,polyprotein,,5051,5084,84.18,34,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_13478,Oscivirus,1511780,short,narrow,polyprotein,,625,649,51.34,25,2,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
vHMM_18386,Oscivirus,1511780,full-length,narrow,polyprotein,,1,2287,4364.28,2287,4,,ssRNA,,,IV,Picornavirales order,Infect vertebrates; including humans,eukaryotic
